Order,Species,MCAll,MCp,MCpf,MCc,MCg,MCh,AlloAll,SM,BMf,LT,GT,IBI,BMn,BMw,BMin,LS,LpY,ML,NoC
Diprotodontia,Phascolarctos_cinereus,0,0,0,0,0,0,0,0,6029.999831,349.7916999,34.27677865,374.0003426,0.36,1154.999999,1154.640001,1,1,22.10000002,1541
Carnivora,Phoca_vitulina,0,0,0,0,0,0,0,0,75000.00632,29.00000014,289.0679882,365.0001139,10300.00001,21815.73,11515.73001,1,0.986301063,47.60000003,6291
Cetacea,Phocoena_phocoena,0,0,0,0,0,0,0,0,52499.99995,258.0900002,333.2800003,364.9999996,8892.16001,NA,NA,0.980000001,0.870000001,12.99999999,1895
Rodentia,Phodopus_sungorus,0,0,0,0,0,0,0,0,NA,20.00000002,21.00000001,24.00000002,2.039999998,13.72999999,11.69,5.479999994,3.000000002,3.199999998,5022
Chiroptera,Phyllostomus_hastatus,0,0,0,0,0,0,0,0,81.95000002,72.82000007,123.3899999,NA,15.94,59.09,43.14999999,0.990000001,1,18,228
Cetacea,Physeter_catodon,0,0,0,0,0,0,0,0,14061598.71,395.4166933,476.4309868,1277.500268,914000.0006,NA,NA,1,0.25,76.99999997,9361
Cetacea,Physeter_macrocephalus,0,0,0,0,0,0,0,0,113400.0001,729.9999998,495.0000001,NA,NA,100000,NA,1,NA,70,9361
Chiroptera,Pipistrellus_ceylonicus,0,0,0,0,0,0,0,0,6.500000005,27.50000001,52.31999996,NA,1.26,4.19,2.929999998,1.979999999,1,NA,26
Chiroptera,Pipistrellus_pipistrellus,0,0,0,0,0,0,0,0,5.893120779,33.44000002,43.99999995,NA,1.280000001,3.889999997,2.609999998,1.37,1,8.999999991,925
Chiroptera,Pipistrellus_savii,0,0,0,0,0,0,0,0,6.249999995,NA,NA,NA,NA,4.35,NA,NA,NA,NA,63
Chiroptera,Pipistrellus_subflavus,0,0,0,0,0,0,0,0,6.700000005,31.21000002,45.70999997,NA,1.26,4.58,3.320000002,1.959999998,1,14.79999999,289
Chiroptera,Pipistrellus_tenuis,0,0,0,0,0,0,0,0,NA,44.8,61.26999995,NA,0.53,1.5,0.969999999,1.920000001,3.000000002,NA,18
Dasyuromorphia,Planigale_gilesi,0,0,0,0,0,0,0,0,6.900000147,75.00000632,15.73982864,340.9997024,0.0097,4.929999997,4.920299996,6.1,2.000000002,NA,34
Chiroptera,Plecotus_auritus,0,0,0,0,0,0,0,0,7.899999995,42.09000002,65.12000002,NA,2.089999999,5.700000004,3.610000001,1.220000001,1,12,698
Rodentia,Podomys_floridanus,0,0,0,0,0,0,0,0,34.60000002,24.80999998,NA,33.00000001,2.39,12.5,10.11000001,2.6,10.90909091,7.400000005,26
Carnivora,Poecilogale_albinucha,0,0,0,0,0,0,0,0,256.500018,76.99999554,31.84197522,243.3335544,3.999999997,NA,NA,2.249999999,1.5,NA,17
Rodentia,Pogonomys_loriae,0,0,0,0,0,0,0,0,84.69999994,NA,NA,NA,NA,NA,NA,2.68,NA,NA,3
Rodentia,Pogonomys_macrourus,0,0,0,0,0,0,0,0,49,NA,NA,NA,NA,NA,NA,2.810000001,NA,3.100000001,6
Primates,Pongo_abelii,0,0,0,0,0,0,0,0,38017.80003,NA,NA,NA,NA,NA,NA,NA,NA,NA,377
Primates,Pongo_pygmaeus,0,0,0,0,0,0,0,0,36999.99795,1094.999952,260.0159563,1825.000551,1643.999999,10537.59,8893.589993,1.5,0.197260214,59.00000005,5282
Diprotodontia,Potorous_tridactylus,0,0,0,0,0,0,0,0,852.0000103,153.9999926,31.76874071,133.00011,0.315,203.4599999,203.1450002,1,2.000000002,12,337
Carnivora,Potos_flavus,0,0,0,0,0,0,0,0,2000.000002,108.9270896,115.6112242,365.0001139,171.8499998,NA,NA,1,1,29.00000001,165
Rodentia,Praomys_jacksoni,0,0,0,0,0,0,0,0,NA,30.00000002,35.48999997,NA,NA,20.00000002,NA,3.669999998,NA,NA,47
Rodentia,Praomys_tullbergi,0,0,0,0,0,0,0,0,34.89999783,24.50000088,23.76840287,23.99998664,2.699999999,10.5,7.800000006,3.600000002,3.999999997,5.200000004,59
Hyracoidea,Procavia_capensis,0,0,0,0,0,0,0,0,3599.999994,91.25000565,224.9054606,365.0001139,203.5000002,499.9899996,296.4899999,2.535000002,1,14.79999999,394
Carnivora,Procyon_lotor,0,0,0,0,0,0,0,0,6319.999996,105.0000002,64.71426157,365.0001139,82.50000009,1095.44,1012.939999,3.325000003,1,21.00000001,9657
Primates,Propithecus_verreauxi,0,0,0,0,0,0,1,0,3512.499734,166.0416728,140.6047524,547.4998443,103.0999999,NA,NA,1,1,31.00000001,500
Dasyuromorphia,Pseudantechinus_macdonnellensis,0,0,0,0,0,0,0,0,30.00000313,102.2291618,44.97798549,365.0001139,0.01215,NA,NA,5.890000003,1,7,25
Rodentia,Pseudomys_novaehollandiae,0,0,0,0,0,0,0,0,15.00000141,25.19999763,31.26079367,33.50001488,1.849999998,NA,NA,4.28,3.999999997,NA,71
Chiroptera,Pteropus_giganteus,0,0,0,0,0,0,0,0,899.4975815,152.08,166.5899999,NA,90.32000002,NA,NA,0.990000001,1,31.39999999,233
Carnivora,Puma_concolor,0,0,0,0,0,0,0,0,39600.00128,31.50000335,92.04495718,577.9163748,410.0000003,3499.990004,3089.99,2.900000001,0.749999999,23.8,1366
Carnivora,Pusa_caspica,0,0,0,0,0,0,0,0,89499.99272,31.31999997,334.5800001,364.9999996,4182.599999,13948.95001,9766.349996,1,0.986301369,NA,103
Carnivora,Pusa_hispida,0,0,0,0,0,0,0,0,128999.9999,45.23000003,269.9999999,364.9999996,4500.000002,14000.00001,9499.999994,1,0.986301369,46.00000003,899
Carnivora,Pusa_sibirica,0,0,0,0,0,0,0,0,92900,66.10999998,277.6299999,364.9999996,3049.999998,NA,NA,1,0.986301369,56,199
Artiodactyla,Rangifer_tarandus,0,0,0,0,0,0,1,0,93799.99171,136.8749899,216.7704105,365.0001139,5560.000005,24907.05002,19347.05,1,0.986301063,21.80000002,12844
Artiodactyla,Raphicerus_campestris,0,0,0,0,0,0,0,1,10500.00002,91.25000565,209.8939884,218.9999421,919.9999993,NA,NA,1,1.643836052,9.30000001,121
Rodentia,Rattus_norvegicus,0,0,0,0,0,0,1,0,247.7422058,25.36999999,21.74000001,NA,5.800000006,53.07000005,47.26999997,8.990000006,3.499999997,3.800000003,22149
Rodentia,Rattus_rattus,0,0,0,0,0,0,0,0,171.1499986,27.99999798,21.97859873,31.24999844,4.550000004,37.00999999,32.45999996,5.540000003,3.750000002,4.199999996,8165
Rodentia,Reithrodontomys_megalotis,0,0,0,0,0,0,0,0,12.59999869,20.0000002,23.49632821,27.59999478,1.374999999,NA,NA,3.834999997,4.500000002,NA,318
Rodentia,Rhabdomys_pumilio,1,0,0,0,1,1,0,0,41.00000003,14.00000001,25.44,29.07000002,2.500000002,8.430000007,5.929999995,5.280000006,7,2.900000001,318
Chiroptera,Rhynchonycteris_naso,0,0,0,0,0,0,0,0,21.29999998,70.86,NA,NA,0.980000001,NA,NA,0.990000001,2.000000002,NA,27
